10000 50000
7164 1636 447
283 2605 725
6252 7280 503
3305 2080 887
6829 2781 704
1462 5981 808
3385 3060 522
7321 1300 439
9774 8124 792
4096 7385 977
120 4548 964
3566 1183 920
642 7434 551
4496 7090 630
9734 270 762
8789 1731 743
3596 1467 802
3470 8788 102
4908 8561 577
4699 2657 961
3027 9128 860
9342 9045 394
4614 9686 827
7164 533 269
1794 266 538
5555 9054 621
5297 9002 87
4451 2471 874
4904 3730 787
3480 8428 795
5792 7806 274
9003 3499 318
3397 8112 355
1575 5276 887
6843 3421 152
8733 8975 557
2353 624 558
7439 1426 380
7665 6329 109
2803 9808 888
6949 1951 693
222 953 544
2539 701 655
7245 2276 930
6131 9118 702
1634 7850 677
6190 6554 652
6100 345 77
8479 4361 405
4588 7163 564
1827 4111 514
6872 4332 818
5415 3222 519
2069 466 794
351 2948 263
2052 4581 465
9080 7122 18
6731 3221 714
5807 1700 74
7563 2639 236
9126 4465 698
8991 1336 381
6161 6750 954
7679 5171 771
7824 5521 718
3438 3924 650
6902 3004 772
3272 9734 992
9985 1893 43
1059 9455 33
5646 4933 498
696 275 185
76 6435 287
9030 465 457
1152 4640 329
9870 8078 252
5871 1331 607
2642 4602 341
8986 939 585
7028 8349 39
4061 346 323
1910 1041 598
7446 7469 32
6084 2850 849
9892 4001 488
5572 3870 565
5176 9741 248
7782 8734 849
6474 7719 139
7058 1099 839
3449 1511 185
4771 9772 577
6368 7217 45
752 9653 246
5600 9544 247
5087 5116 468
9004 291 560
4251 8072 294
451 898 364
7590 7955 462
5780 7755 972
4316 2526 743
3893 8893 312
7289 5996 964
3535 1595 859
133 6682 974
600 5685 616
7160 9935 40
2453 6737 937
1816 4326 243
8630 6458 998
601 773 523
8696 4665 767
4007 8306 115
5322 8192 709
6180 8324 390
2154 8923 426
1121 2434 712
8160 4886 449
6096 3054 126
4691 8035 583
4688 4987 356
3562 3682 372
7680 4040 29
7794 9361 220
9503 5541 543
4244 4046 818
1022 5166 251
4085 9678 489
7533 2125 894
8011 6815 928
4945 1502 914
2652 1415 596
5024 9095 635
2052 3240 348
7272 9094 240
7166 9690 637
5983 7063 802
7234 1147 831
9722 5032 956
1615 3042 770
1542 4338 624
2807 6990 38
1402 8365 484
389 416 724
5088 4039 169
5327 7557 858
5963 3539 920
8116 7124 419
9947 3197 450
3902 4811 843
4671 2704 180
9646 5511 521
9684 3264 885
5167 4 653
242 5091 43
763 417 599
972 2731 490
1892 847 613
6662 793 162
111 1046 972
9305 2068 28
2836 1714 890
3357 7749 505
2241 2915 509
7893 9509 951
288 271 720
3886 1242 450
3727 9485 296
692 2498 440
853 2608 837
2176 8264 905
6203 1100 970
8444 4456 718
3949 3048 984
5809 941 492
2759 1228 114
6478 1465 708
2928 5192 544
6575 5883 42
1015 3087 1
9203 5262 265
3107 1465 364
1428 9908 171
1145 208 218
129 6016 510
4972 8775 89
86 1604 554
2793 4531 97
7688 7458 331
8729 8472 417
8730 4026 678
6994 7133 494
2709 8560 754
9231 6057 961
2448 6185 977
2958 1156 103
1046 7593 706
6951 6737 589
8047 4425 46
1377 3153 869
7793 8234 894
9471 1579 378
5316 639 290
1069 9869 346
7030 2317 882
5358 1626 389
8812 2671 982
3869 9622 70
3457 4020 494
6854 5397 999
5074 9541 232
7320 5363 163
6697 679 801
7338 1747 670
7683 8776 338
6916 485 963
7305 9296 633
1638 9517 606
2707 2973 626
4553 6179 374
9551 7604 914
9134 4923 277
296 1620 307
8449 8957 53
118 2992 181
455 9907 665
2417 3563 313
3401 5200 829
359 4259 153
1336 8811 331
4061 4713 935
9974 198 857
7602 6846 828
5908 5294 137
2313 5411 128
7493 2217 386
3157 985 949
4469 737 500
1649 7447 758
1802 8782 920
4484 2842 632
4770 9168 830
3627 3121 675
6806 9029 320
8942 1341 82
421 5185 298
1807 8341 634
3107 9162 370
9606 810 817
6716 2611 950
2635 7095 792
9619 8216 311
448 1842 431
4474 5000 811
3793 293 503
4874 714 687
4523 8872 380
1508 8330 541
2877 7935 702
8045 1002 665
8347 3637 759
1490 3255 974
3800 54 168
5582 879 519
6393 1023 811
1247 2248 876
1286 6770 99
9665 8277 428
3557 7505 715
8258 1902 716
1922 248 704
9032 8089 310
4358 1888 363
7877 3821 593
6395 6565 615
1557 7812 862
3785 9097 983
1235 5113 611
663 8669 468
729 3278 721
5444 5200 320
6500 4231 408
809 4940 647
1524 2816 467
3116 5562 32
2083 3471 195
3296 3607 643
7631 4841 755
6593 5503 775
9412 2583 52
4132 8027 251
5451 878 834
1210 1686 125
8856 9561 941
6675 9029 854
1058 7463 676
3252 758 282
7246 4740 123
10000 1333 977
7774 744 912
5177 1228 290
1428 6678 167
4613 4240 204
2737 9447 765
29 6121 793
9235 7178 255
1910 6781 364
4544 4026 456
2018 377 788
1346 4502 883
3257 9679 110
9546 7458 140
6712 8422 379
1916 1158 177
3032 7539 298
3176 6773 827
4430 5034 960
9145 5929 985
8600 7946 714
5739 5644 215
3622 8900 245
9083 4798 702
7574 7861 123
304 6128 633
2481 9159 171
778 2334 295
8956 3115 680
3915 2260 609
9252 7211 906
4965 2950 549
5179 2923 801
1424 2005 598
1477 9579 458
9952 6234 586
9584 8714 96
3106 5843 430
3400 4799 896
5079 8713 507
9039 4316 718
945 9280 667
4845 811 941
7645 8586 945
5242 62 875
7052 13 109
4989 9596 174
2084 9053 17
7865 2452 815
6761 3883 879
4267 2921 195
5336 217 826
9354 5062 636
6294 2706 221
1591 4300 635
2817 1351 647
277 2691 595
6451 4774 647
8467 8991 451
1633 5751 333
9863 6369 605
2409 1705 822
4235 1058 235
6870 3704 940
4443 5294 239
2077 8110 941
6075 4739 631
6021 1189 757
5020 9655 747
6470 7639 849
8154 7501 569
9110 9910 273
283 4144 683
6517 7365 738
5457 8159 31
5047 235 492
2340 2662 230
2322 5034 418
7078 53 424
7176 2874 414
3024 7379 915
1593 6489 176
8217 6771 671
2251 9640 387
9988 1448 546
9370 2846 132
6862 5185 145
5443 3859 179
5213 7288 231
988 4464 457
4402 3839 835
1668 1783 675
8843 6352 798
2865 4954 437
4251 4942 884
148 4311 729
2632 7524 266
7776 9319 124
7954 4531 763
4537 5518 578
345 9919 769
7179 1586 551
3206 6780 254
6003 5996 208
8439 6599 501
8674 3098 163
5402 5729 39
19 3505 357
8494 7810 887
4257 8698 404
834 9042 675
7602 2573 612
2505 5778 744
110 1780 739
2669 218 689
169 5243 787
4684 644 515
6722 7015 371
8078 5508 533
316 6116 230
8071 6950 272
5745 903 844
7709 9759 621
6452 9869 752
7542 2537 321
1583 2706 563
2369 3741 558
5235 462 572
7958 4891 432
8490 5206 547
7719 9628 848
2342 1725 751
9537 9433 509
2509 5884 729
7260 9777 266
8580 1359 323
1494 79 63
5052 5314 876
5623 3271 766
4406 1760 323
2953 5830 302
4800 8172 26
3902 7708 458
6411 217 693
1491 3828 470
2756 2408 828
3078 3901 907
3492 5304 572
4367 7279 194
6484 1684 305
158 4636 134
3460 5788 657
8485 9689 717
2943 2451 285
9635 3942 112
2456 6697 871
284 6127 124
4542 9618 427
465 337 705
9658 6820 389
6962 6978 376
95 6789 163
4104 5273 852
5820 8215 302
4104 4202 243
6215 6657 292
3438 3292 418
4561 4185 387
7339 4649 723
1044 4306 895
2784 7619 224
5511 4066 12
7674 8169 284
9525 340 851
178 4443 52
4773 7009 708
6064 446 352
3481 1358 536
3219 8697 185
3294 6092 842
188 5227 461
6763 737 526
3774 8410 46
2409 4286 385
5611 816 827
6662 5588 187
722 1651 985
8073 1483 342
5960 4701 390
2144 7994 481
5338 4533 707
9798 1295 796
4675 1420 205
7720 3829 843
1104 9439 658
8930 2453 245
6468 9526 247
4452 3950 81
146 9909 781
4535 8405 127
1368 3742 11
3426 3539 306
6221 8213 725
7426 5932 905
5620 3387 696
8277 2316 500
2873 5135 25
9119 9587 974
3199 9732 234
8331 4266 638
7809 1985 379
1820 5411 917
3477 1631 481
6553 5408 764
9810 1027 150
2505 5655 817
356 8527 952
1380 3997 890
2705 3547 621
3938 8230 238
9928 6038 223
3306 4209 633
6575 7685 615
4407 4238 23
8171 4047 49
1672 2903 704
7489 3258 582
4792 989 579
1681 3693 125
4653 3982 706
1890 3909 744
7464 3567 952
2096 141 637
1063 4547 874
9085 9069 272
8133 7093 174
9188 4581 431
8770 5724 419
8700 7404 463
2176 2056 796
3882 297 57
1625 7761 975
9928 6208 115
5916 7270 13
6141 6354 434
412 839 526
7585 6378 458
4367 1499 181
2137 6550 936
3599 8726 343
1747 2607 639
3803 583 751
5777 6862 959
4243 2778 580
3607 8918 286
8392 9330 476
3917 3266 853
374 7633 704
8906 9769 253
4841 9720 978
5535 1466 936
174 1620 870
8924 3748 732
234 4342 861
8814 7948 778
6451 2692 459
4926 6608 725
6130 3334 709
8833 8591 829
4438 9784 548
8767 5318 365
5703 5491 336
5924 767 435
3007 1000 776
2867 6165 76
7997 2615 767
2455 7540 726
6531 22 411
4591 5206 2
2420 9643 785
6319 8410 454
8036 464 297
1371 2739 63
4806 5746 414
8933 8612 579
7360 2960 545
2126 5415 437
6204 8297 458
3614 2888 663
9615 5307 658
1751 1625 67
9205 6012 882
8501 7383 620
4915 8540 365
2328 3824 329
2258 1184 640
1155 9661 54
7591 5864 351
400 9478 238
8414 5444 896
6071 3547 872
8489 9103 884
1370 3955 618
6990 8869 157
4706 7548 980
7386 6158 515
3026 7312 176
431 1254 39
6133 8005 868
4722 6418 312
8617 2489 210
489 7329 312
4724 8699 618
6341 2040 838
2849 3097 385
6828 6835 894
4695 6212 205
5870 6642 810
2908 2775 814
2128 3848 232
6791 2465 72
5000 9305 752
8663 4028 450
6280 6720 841
9117 9568 938
5853 2747 124
8747 7441 335
5303 3310 976
9465 2570 102
5278 1049 950
3861 7839 766
1284 2838 422
6036 7852 801
5837 483 520
7678 5951 87
8967 1803 185
7090 6901 626
1424 8556 287
8751 8020 208
8853 3297 256
9154 3510 94
1919 4793 283
6692 7180 486
5492 3017 968
1011 7046 918
2449 6012 73
6633 3101 973
4610 876 528
5897 9626 899
2456 8478 196
3712 3983 57
9157 2253 201
3792 8944 381
6277 4435 749
9245 5445 794
4514 4245 157
7938 878 257
8263 5487 484
7142 7735 109
4041 191 587
588 3902 921
644 9410 174
8196 3201 117
2928 9478 552
676 5074 348
1821 5939 593
8977 3877 822
5585 2139 308
3068 5632 395
177 9672 585
2115 259 838
8035 7254 247
6208 5450 800
3325 8377 277
1228 5405 350
4575 7225 640
8519 2554 516
3340 8138 6
10000 7558 638
4394 4086 661
5330 6200 272
6519 586 877
765 3146 326
916 2822 55
4192 4049 811
8893 4975 387
9533 3494 940
400 6833 430
9758 3184 987
4747 3929 72
9407 9258 623
678 5776 208
5555 2893 705
2232 3808 526
3638 4352 574
448 3244 549
835 9128 394
126 5880 578
7555 5637 762
8893 383 690
4316 6141 300
5938 3171 75
4498 5077 319
6202 3660 127
7080 7298 478
5653 4097 73
5553 1283 201
8946 1409 432
1876 8963 68
1637 4208 802
1678 8523 942
977 813 112
2404 1662 540
6722 4215 200
1200 1294 497
3677 6947 945
2102 8851 228
9654 4149 636
3085 6024 950
8504 4012 157
4305 5689 32
2598 3018 844
7710 5421 505
601 2142 719
800 3342 365
4648 3370 663
2593 1823 513
1820 1476 661
8807 912 36
1108 9415 47
1265 71 88
2648 2669 105
8491 378 525
2347 7330 18
417 8130 359
9781 2777 81
2443 5369 903
308 3540 731
2320 8698 994
356 9806 409
8754 7422 479
2841 69 147
9945 8559 876
8821 905 206
9839 7673 335
549 7454 463
4629 6248 832
6884 6555 723
6966 5227 421
7959 5582 226
4719 4335 647
5198 3528 715
4696 3472 625
4572 2293 881
8129 2131 553
9815 9031 358
4277 3660 606
460 6895 512
6535 212 738
4955 8170 671
9532 2889 358
1530 4438 885
3596 9133 708
4220 56 1000
2100 4536 482
4004 4350 513
3362 4979 524
5319 1790 770
182 4676 981
272 9630 502
5942 5513 742
8651 7042 179
8535 637 664
8243 1208 71
6594 3307 959
7076 3663 660
2940 3376 638
8815 5046 780
1584 5227 455
916 5498 437
8417 7792 949
1511 6442 343
9041 4977 979
5704 9571 187
5127 6164 845
9085 9591 859
3744 2530 234
9734 1344 279
3865 9279 858
6319 194 355
4755 4963 498
5056 6473 940
2398 5513 268
6728 7569 838
2266 2695 1
7463 8131 944
6321 1874 473
4907 7959 169
8537 1823 447
7394 8142 993
8101 9248 955
6598 655 427
7889 9404 291
4156 2484 859
9993 4749 905
8346 8563 35
6289 4884 261
3113 9790 571
7633 4678 394
5080 2072 887
9072 172 486
4378 3121 141
6156 1010 896
3446 5165 379
4657 1510 480
8561 6207 42
6948 8847 277
3560 8311 418
8130 5944 96
4523 1023 167
1761 6446 690
8247 823 162
1739 3330 171
4634 6775 688
6365 7783 549
2844 6344 107
4237 9643 953
514 9554 263
2931 7683 206
26 8558 580
5544 6670 377
7585 4916 199
2747 6654 880
5269 7640 655
2956 356 437
4856 9551 132
2962 3787 126
9914 652 679
1529 9935 714
2734 6312 623
7666 1856 292
9042 5792 208
7593 8538 213
9472 3807 204
4478 3114 911
915 7970 461
6398 931 600
7876 7197 251
2554 8725 537
7619 7810 849
1241 5475 56
1533 4517 847
3092 2109 737
7656 7932 543
6212 2410 8
5122 9676 977
3583 6073 260
2182 300 456
7784 9206 532
3321 6824 341
5169 4417 168
5224 2301 36
7422 5392 496
8158 9399 427
9052 5610 836
3060 732 511
1388 666 936
647 2847 587
3454 6982 792
1337 302 616
7030 1822 384
8197 3397 684
6584 819 427
7079 5328 825
5505 4380 787
2693 3791 518
9555 5178 535
8842 2177 733
8429 1982 714
7220 3319 368
9187 348 189
5570 4896 938
605 1479 108
1031 4909 435
856 6765 166
2642 9457 956
1511 5364 134
1045 4205 662
9777 8985 643
1842 2557 961
4209 1743 660
4750 3665 555
8687 621 385
6146 1652 293
8932 8859 410
6098 1500 866
3405 9362 581
5890 6758 786
551 6534 122
7194 8375 678
3506 2584 773
166 3685 789
8072 8723 409
3809 4868 60
4453 3799 918
1862 6248 769
8728 9653 482
7308 5542 239
6445 2445 772
4567 9638 499
1596 3143 434
368 9660 118
9156 7732 840
4917 1540 59
5976 5992 857
2246 7854 105
6366 2933 109
9848 6592 2
86 9389 446
3210 307 83
1060 1902 578
1493 8622 237
1962 4129 968
1153 9045 859
5211 1373 203
3067 9970 408
3523 6335 340
3631 2534 283
5633 8972 671
6430 8533 329
513 9592 231
442 7436 204
3678 5749 332
998 6901 377
6208 2111 101
7410 1529 70
2817 1404 756
7508 1386 290
5143 7018 613
5813 9800 145
9494 312 88
8724 753 875
9279 782 623
7610 1779 523
1338 7987 985
6438 1748 865
7859 4565 268
5615 8424 654
2256 3566 23
4220 5731 822
4716 5224 485
4803 299 237
5029 9577 371
4651 7186 149
7525 8524 487
8861 1313 235
1725 9172 151
5993 1138 574
7998 9745 140
7020 3964 870
5842 8679 93
7678 9833 391
267 4861 967
3637 5863 504
5137 3387 379
4624 2247 692
2210 323 215
4360 6315 704
4933 4312 448
5424 7684 411
5293 9877 441
6737 7554 273
8479 7820 485
3445 1456 347
8301 6593 85
1679 7568 331
2722 9777 653
2936 4136 320
6991 5420 983
4438 844 666
2200 2488 542
8640 9225 448
1264 7703 267
5100 7500 75
8446 5800 667
7882 3830 234
3212 6552 362
5217 5839 849
9888 2830 268
8870 3619 463
1888 5819 951
8429 810 175
5228 8426 229
3495 3525 728
9569 8323 879
8587 6204 61
5172 5768 964
1533 7336 154
8381 7223 983
7000 2444 954
6463 4331 772
8413 9112 933
5939 4339 358
1167 4185 235
247 3753 909
1477 2339 112
2889 7510 231
852 5394 566
1006 3774 140
340 7126 584
3293 3588 266
8416 8352 729
701 4290 68
1410 1808 252
5644 8406 357
4552 6235 695
6016 9123 557
3246 9975 950
4164 7332 76
2303 7671 201
9238 7316 788
6856 5731 491
3584 6431 132
4651 7841 291
6255 9836 49
1611 740 283
5657 6755 757
7213 6352 731
4163 6867 414
1238 5522 85
1790 4759 400
5929 1614 482
8419 5198 265
1550 6200 457
9192 8806 292
5240 416 383
7522 6073 137
1631 9637 841
5713 3799 707
7127 1388 228
6211 3177 339
8962 5457 304
3795 3875 853
5059 1776 405
6867 968 210
2159 6207 626
4541 81 50
30 1711 686
8222 7423 837
3280 901 576
3860 3463 753
5550 8776 209
8853 2571 436
58 3981 563
7462 848 530
3671 9358 89
6648 250 521
2049 6631 583
735 4852 357
5923 4484 258
2498 8343 720
8602 3892 496
163 9096 418
5598 9153 398
9160 6614 597
42 6637 954
7130 3284 204
7002 1685 834
4936 2419 38
292 4693 873
2901 7190 215
2621 5792 458
7468 5954 905
1237 7903 410
2634 7062 375
1231 3455 11
5536 6936 647
3739 3937 331
4925 8872 101
7314 5516 793
4186 8416 334
5752 7388 125
7561 1207 430
4817 2443 332
1226 5077 394
601 2659 848
2963 8194 784
4961 8285 72
8643 9561 296
4743 6874 811
1887 7411 226
6221 3162 614
2697 7074 820
5127 1890 615
5458 3116 691
9203 68 701
51 3030 246
4186 7991 530
8609 6633 90
1904 7728 315
714 5966 725
4292 2186 886
5257 4883 311
7428 9 201
2042 5466 316
8084 4669 735
6784 1071 764
6382 1608 106
7911 6568 91
5353 8472 170
9667 5537 135
7744 9828 673
2629 5084 555
940 8864 915
7492 905 732
7159 8989 752
6893 2124 174
6008 8505 781
3114 2768 349
9556 4472 172
3725 4138 708
3859 1881 888
2531 862 323
2437 8153 186
2351 1996 91
435 9154 431
3186 6046 554
3360 2053 59
1492 1518 178
6192 1073 649
9363 4797 138
4423 5008 371
5662 7538 584
1984 6327 736
3522 5029 731
9612 5463 236
7394 5001 281
947 4712 685
9357 2555 203
534 8747 275
2534 4461 424
8672 5235 431
3042 896 320
4625 9232 646
712 2753 27
8794 8716 489
6029 6109 841
5661 3407 552
7345 9116 107
547 6001 205
1174 8535 665
6597 7206 252
3379 6599 147
7698 7575 730
4696 8286 482
6722 3431 549
4210 9459 657
9403 5119 416
2954 8815 531
5412 9362 531
6616 535 65
8633 3483 622
5884 6861 572
382 4558 146
4112 5605 783
593 2326 213
2142 2888 23
6150 2290 493
3565 5243 308
6447 7007 21
8978 3622 907
42 2254 741
1016 4489 601
8587 4871 510
85 8982 115
6219 5926 440
5784 4419 327
4806 6921 968
1651 485 563
7310 6932 569
8682 2261 542
588 8654 796
2328 9669 636
7280 4608 506
6789 1044 839
8255 7262 765
2047 3045 535
8725 4203 455
7693 5853 292
8255 9514 575
2175 8195 835
9716 5134 840
5863 3813 509
6499 1092 468
2004 4232 511
9195 8839 772
5959 885 169
9845 9609 371
652 3653 223
1943 8259 736
2869 433 282
6055 149 415
7894 6011 579
5754 8861 670
4573 865 253
8083 59 91
5207 2369 327
5375 8565 936
9745 9216 588
6319 7510 847
2406 378 631
6687 2784 779
2453 678 142
2031 2783 2
9052 7356 218
304 1790 628
6747 6996 348
4073 8722 913
7360 4818 480
4300 1136 990
3146 3541 719
5128 6579 503
907 5383 532
5400 7413 314
8753 2816 21
2971 9472 163
9950 6218 510
9298 6642 232
3562 4002 49
7041 8301 537
8030 7798 429
5749 2925 8
2603 183 742
134 5582 155
6799 687 322
7172 9 793
9334 9958 10
4843 9255 652
5426 9168 5
827 6209 305
7363 4238 454
3791 6338 378
3150 5292 561
7892 1777 494
6398 8576 532
7719 2099 540
4864 1432 498
1873 2626 104
1876 8052 272
5880 5230 480
4536 2592 69
989 2734 759
6719 2236 50
2631 6479 827
4124 9228 754
2656 3298 204
7547 8161 635
6044 6386 612
148 8261 15
9771 493 244
5602 1380 187
2022 2369 921
4780 5439 508
9182 8069 986
5360 8544 565
6465 7551 862
9668 5098 375
654 1141 760
4265 7640 20
8632 7410 864
1875 9363 244
414 1385 612
1686 2516 402
5193 1697 470
1530 3408 13
7094 9872 564
2307 9539 661
5681 6544 153
5440 809 793
9812 5792 554
4675 7666 269
918 4431 653
5881 6116 168
6282 1308 217
4751 9189 624
8116 2634 496
2679 4941 386
8691 6973 930
2195 2413 90
3339 8576 881
8245 3250 898
2513 520 329
8165 6400 444
6332 9034 104
2548 136 292
8524 4603 926
8019 7281 218
9756 2323 190
8037 4518 954
7126 7856 529
8358 2452 779
3608 4964 650
6936 3128 49
2731 5812 434
6186 4711 922
8830 3234 524
7755 7604 157
4324 7360 479
1513 5396 348
3819 8874 556
8347 3583 7
2477 7190 971
7126 477 450
4527 3208 613
7312 9393 324
233 4574 909
7757 2328 513
8913 3003 224
8743 868 971
9443 4686 844
7998 9384 779
5356 1861 968
7678 8986 445
9480 9864 4
7092 7176 748
9415 7408 322
1324 1516 1
7188 428 4
411 5523 871
5381 4965 908
5577 9314 291
9355 4669 151
6674 8699 489
8118 8178 704
9121 5269 879
2221 1036 639
3542 8711 154
3542 5898 582
2897 2660 104
6767 4392 420
1674 9968 733
2317 5674 753
4819 2348 451
6307 6817 628
363 2290 249
5241 4510 284
3879 4403 994
4033 7944 243
966 841 902
3421 3959 293
840 1985 613
7572 4301 638
5324 5471 337
8127 1778 154
2754 2140 795
5354 3732 304
2637 3963 58
4982 7995 1
9576 5312 193
477 8732 504
2122 9571 840
86 3494 140
3723 5169 962
6060 3295 739
5213 2401 230
9359 7754 314
1662 6743 276
1071 8076 622
8423 7652 933
2968 4480 664
1471 6601 586
8310 6686 79
5801 6761 599
8762 2820 894
9853 4384 646
9434 3742 751
2747 1755 493
6374 2825 921
7995 1247 572
4927 4214 51
6942 2036 4
8527 345 41
9957 2497 801
6556 7611 620
2801 7463 3
7798 3248 96
548 2347 850
6393 8720 674
313 3067 273
8236 7993 838
4286 1287 874
9641 6165 570
1682 6122 67
482 9029 677
2102 8181 491
4456 5978 738
552 6525 84
4753 9269 804
1779 5933 870
51 4168 214
8888 4806 500
6113 4446 17
3683 6127 138
3749 6609 518
7777 5062 698
9267 5869 27
4004 6420 903
7440 7525 172
3243 9303 104
8464 5705 624
8029 944 429
8881 7057 874
5897 739 1
5386 839 609
3903 4967 22
6952 4233 890
5978 4588 662
7880 2027 186
5403 1621 488
8859 6436 192
6482 4465 135
8910 3345 543
5783 9241 281
5135 4626 471
4743 4880 437
2116 8183 21
9006 512 961
8667 8391 339
5852 146 960
8691 9004 395
7234 1837 211
368 746 555
3263 2880 147
6895 8015 124
1366 9109 3
7154 1225 537
3527 230 48
4487 5248 791
3825 7451 936
1136 6141 291
4883 3374 127
3093 93 224
4648 3355 103
8146 6602 117
6270 7967 226
5624 1472 802
3161 4998 31
7560 9484 630
350 9661 80
9637 796 572
4279 5678 945
4405 8771 389
7980 9770 96
8083 7915 697
2551 4184 15
9776 6160 486
929 9320 484
5959 6879 319
8940 3581 979
3019 3217 127
9590 7496 156
5886 8252 278
2275 6232 47
4722 666 314
3770 3216 849
784 9344 8
5621 272 679
9104 2583 910
4775 1522 490
105 4541 58
6231 482 553
4387 6368 157
4016 4994 740
7063 6067 405
728 9836 972
8576 6971 315
8936 2591 939
4966 8047 521
7875 2821 42
4364 9277 934
422 1860 768
326 2598 135
4834 6613 480
5573 27 898
6977 754 733
7949 5682 703
4615 969 645
1553 5934 691
1073 3809 863
8467 4524 492
6752 1297 351
5519 1623 948
7005 6456 912
9836 8381 939
8733 1709 692
3817 9657 725
5871 624 693
516 2176 627
9558 9601 787
1421 4419 310
5264 7522 607
4614 3041 581
2913 6397 36
7824 2585 416
2762 1317 125
4806 1486 133
2530 7356 108
1223 4223 636
2201 3781 236
6987 1553 6
6296 6816 527
6902 1429 919
5482 4341 668
6870 8516 252
6637 1278 920
8113 6083 405
5598 4964 113
3705 6186 335
6692 8386 115
2927 5372 19
6284 8020 834
7163 4921 614
1081 6755 306
7748 9976 822
3351 6612 451
271 1077 533
5027 6674 496
7139 6730 34
3474 3422 771
9940 2700 495
7959 5336 514
9144 2498 786
1758 3578 892
1415 7678 867
3236 1028 479
2686 7650 907
4570 2677 932
1418 9815 661
803 9640 434
8573 5932 134
8067 3890 469
1932 9385 318
718 7494 895
2609 8909 924
4476 2144 952
9306 1182 601
1564 2103 629
495 9872 444
6155 674 435
7941 5599 366
6074 17 607
5894 1949 992
8211 9018 485
457 1626 393
381 2453 889
7684 8110 422
2636 9673 876
265 167 748
7708 2674 773
7494 614 371
6860 3039 388
6466 5284 688
5457 9846 705
8294 6654 682
38 3386 135
3926 1069 596
1699 3705 269
1575 3969 787
1322 8028 812
8094 5521 777
6817 8732 167
5556 5198 802
6243 7006 999
5947 5299 653
3628 1689 38
114 5614 107
4710 3665 163
5330 5239 483
2468 2912 510
8632 7357 382
5408 4173 114
7927 9728 311
2080 2322 668
6079 8268 319
6731 8248 7
7120 8361 972
8578 3070 636
3740 4751 874
9222 7219 785
9083 5850 494
4465 7609 666
4930 1887 746
592 3967 67
3259 45 687
7577 3127 934
9935 246 294
7907 8824 716
9542 8915 466
2768 4489 684
2552 3571 885
6045 4387 846
63 9316 732
160 6259 698
6226 9518 94
3264 3446 220
2197 3381 466
9491 1287 641
2558 7180 555
4023 9947 395
9059 8851 318
6295 1247 704
1140 1309 372
7872 7820 630
4921 4046 499
8367 7309 945
8586 5858 677
5403 1700 315
1043 4257 494
1950 8279 793
3696 7337 643
9013 3632 889
8717 1123 550
440 5346 369
8421 6619 766
5920 4985 427
3216 9922 284
3892 5325 335
2206 2719 591
4051 1020 869
5843 4716 558
2837 3728 541
1078 8796 663
627 9235 361
4347 4008 979
8465 9927 963
6243 3142 236
9878 3385 560
5212 1942 279
4802 5992 650
2670 8187 365
579 1023 93
2119 2100 240
1134 9078 827
1846 9777 834
2824 8241 112
5138 4483 605
7373 4360 989
1285 9571 930
7915 4372 273
5564 3393 811
7929 324 186
373 2442 637
1612 9927 715
8438 8124 843
5623 947 83
2734 2436 917
9338 6161 628
9326 7445 550
7607 5359 921
8232 922 665
7042 5202 988
3227 5574 782
4216 3538 60
4282 8327 184
4124 3950 482
8558 6683 918
7474 6021 430
3453 1698 874
9002 9305 584
5274 7536 857
4938 929 59
1278 508 984
6411 4723 521
1470 9004 200
1005 3127 149
1487 8036 831
756 1861 851
6185 5313 901
5410 4314 205
9993 9587 92
8201 876 372
5259 2153 879
4243 8563 953
3115 6385 956
314 7389 434
7814 5227 469
5645 2334 329
5847 4870 993
7747 279 306
5303 6623 892
394 4824 768
2766 6434 272
1996 7028 835
5949 143 219
5256 6808 959
4042 4622 538
4510 6618 871
3191 2464 741
3535 6563 19
1841 1865 994
6084 8611 169
4851 7728 602
2123 6075 630
4309 8375 124
2879 3631 283
5189 7672 256
2726 8533 873
2597 8075 689
7337 1610 603
8707 3450 819
6700 9533 781
2220 736 508
7822 9210 935
6803 3518 309
2278 2748 939
4560 7936 962
7816 662 495
4040 3258 569
9080 594 530
682 5652 979
501 8704 864
5281 923 599
4141 5096 160
9075 8250 677
8735 527 424
5674 1439 359
6635 5606 372
2481 9645 629
6402 5077 574
1931 5758 578
7262 6258 281
2125 7891 555
4075 2031 651
5234 7457 252
6262 6191 779
37 8216 569
1747 1203 174
4119 3683 170
6099 84 246
8673 2015 4
9602 9276 613
2882 7752 855
3436 8178 237
5438 3411 693
5690 6024 236
2820 6060 451
1388 7806 653
5561 1924 688
2082 8023 123
7328 3047 137
4683 2648 764
4647 1881 867
2502 5316 44
8738 7106 454
8783 2795 477
1370 5614 536
5820 3353 694
7825 5265 969
9864 7346 343
1986 1025 389
2475 2059 388
2238 6706 268
6105 5559 936
4500 648 393
9954 9430 187
7782 799 152
1670 2971 856
3363 7147 120
9683 7010 465
4026 8995 490
1414 7821 548
4154 59 605
8773 2515 163
5060 7014 163
8452 3319 592
990 7453 743
5493 9122 65
3348 8836 563
6467 4870 572
3284 8895 918
1125 6661 739
1024 814 149
7629 5938 15
6143 998 380
5305 9449 699
249 6791 503
2343 2283 976
3759 1983 163
2321 4801 32
7892 8084 927
5161 9208 587
251 232 400
1751 4212 337
5765 6706 686
